X	Y	Z	Vp	Vs
67	71	149	2.976696	1.393912
107	85	90	2.309996	1.570175
123	45	97	2.147036	1.268929
133	125	14	2.956783	1.376747
93	5	164	2.157172	1.286457
123	45	81	3.130063	1.526114
93	125	152	2.851077	1.285628
107	111	98	2.169726	1.307988
107	131	93	3.246913	1.626839
73	91	116	3.02114	1.432223
73	5	162	3.237045	1.618333
37	191	10	3.141052	1.535587
113	5	123	2.93485	1.357841
93	125	122	2.866302	1.298752
53	125	119	2.756252	1.203889
57	25	173	3.036303	1.445294
107	131	130	2.849005	1.283843
93	5	154	2.154889	1.282552
93	105	85	2.993843	1.408692
33	45	156	2.213877	1.407112
73	5	134	2.137652	1.278796
127	165	135	3.256804	1.635365
63	45	85	2.148076	1.27074
83	65	98	2.165949	1.327133
53	125	4	3.333626	1.701586
73	5	135	3.064348	1.469468
93	5	169	2.163879	1.297831
133	125	180	2.926393	1.350551
127	85	175	2.18229	1.354364
93	125	164	2.147443	1.295747
83	165	186	2.998857	1.413015
107	131	97	3.162206	1.553822
67	71	173	3.034857	1.444047
63	45	187	2.906728	1.333599
77	111	82	3.017325	1.428934
43	85	2	3.292746	1.666347
83	65	100	3.141052	1.535587
103	65	189	2.990264	1.405608
57	25	99	3.270535	1.647201
113	5	96	3.32898	1.697581
113	5	168	2.13886	1.280928
7	191	11	2.150189	1.300652
57	25	194	3.393681	1.753353
53	125	12	2.159033	1.315522
37	191	6	3.10928	1.508199
43	85	105	3.325111	1.694246
107	131	122	2.645414	1.108347
83	65	187	2.900427	1.328168
53	125	107	2.873937	1.305334
57	25	122	3.022582	1.433465
107	131	146	3.203466	1.589387
83	65	193	2.90883	1.335411
127	85	185	3.095316	1.496162
33	45	178	3.039198	1.447789
107	111	180	2.973133	1.39084
57	25	112	3.335951	1.70359
123	45	154	3.16336	1.554817
123	45	91	2.155516	1.283606
83	65	84	3.325111	1.694246
107	171	88	3.269771	1.646542
63	45	143	2.164385	1.324633
27	95	4	2.205118	1.391994
127	85	184	3.185784	1.574146
93	105	144	2.18863	1.364983
143	15	17	2.971708	1.389613
87	85	124	2.893439	1.322144
127	165	189	2.788051	1.2313
63	45	142	2.172809	1.338941
93	105	84	3.09605	1.496795
37	191	20	3.148475	1.541986
57	25	152	3.084325	1.486688
123	45	188	3.222661	1.605934
113	5	191	3.155911	1.548396
83	165	133	2.81875	1.257762
143	15	10	2.143797	1.289648
27	5	178	3.177549	1.567047
33	45	162	3.296587	1.669658
27	5	151	2.170362	1.309015
93	125	123	2.822176	1.260716
33	45	97	3.152684	1.545614
73	5	196	3.385053	1.745916
53	5	142	3.019699	1.43098
123	45	121	2.874632	1.305933
127	85	195	2.646722	1.109474
93	125	118	2.772456	1.217857
107	111	191	2.961042	1.380418
83	165	139	2.888554	1.317934
93	125	97	3.162206	1.553822
73	91	198	2.60059	1.069708
107	131	120	2.789411	1.232472
107	85	195	2.959621	1.379194
27	5	106	3.376442	1.738493
33	45	12	3.148475	1.541986
33	45	120	3.076547	1.479983
83	65	164	2.953946	1.374301
63	45	192	2.160283	1.29212
87	85	177	2.652613	1.114552
93	5	82	3.206819	1.592278
107	131	129	2.816696	1.255992
67	71	117	3.26519	1.642594
77	111	94	2.181933	1.353748
97	25	125	3.184286	1.572854
143	65	16	3.294282	1.667671
33	45	187	3.072632	1.476609
127	85	190	2.919358	1.344487
73	91	143	2.187018	1.362508
73	5	158	3.101925	1.501859
107	85	93	2.225957	1.426518
93	5	193	2.165473	1.326365
87	85	141	2.97242	1.390226
127	165	95	3.249954	1.62946
93	5	131	3.218129	1.602027
107	171	142	2.908129	1.334807
77	25	142	2.182409	1.35457
107	171	94	3.154423	1.547113
83	45	183	2.141638	1.286074
103	45	179	2.978122	1.395141
77	25	123	3.186534	1.574792
127	85	161	2.151524	1.277106
103	65	139	2.167229	1.303493
93	105	104	3.101051	1.501106
127	165	98	2.975983	1.393297
87	85	94	3.353816	1.71899
107	131	119	2.879499	1.310128
77	25	134	2.144617	1.264868
73	5	87	3.455323	1.806488
83	65	147	3.261376	1.639306
27	151	13	2.177961	1.347147
83	65	176	3.038474	1.447165
143	71	13	2.170815	1.335342
83	165	97	3.162206	1.553822
103	45	95	2.176278	1.318486
97	25	109	3.236287	1.617679
123	45	100	2.88716	1.316732
57	25	116	3.400752	1.759448
83	165	147	2.928505	1.352372
53	125	133	2.181453	1.352926
113	5	98	3.307359	1.678943
93	125	172	2.885766	1.31553
77	25	145	2.171981	1.337427
113	5	81	3.110016	1.508834
73	5	194	3.372533	1.735124
53	5	188	2.17219	1.337806
123	45	122	2.82012	1.258943
17	115	4	2.212194	1.404013
77	25	155	3.100328	1.500483
67	71	178	3.134432	1.52988
113	5	144	2.182052	1.353954
133	125	197	2.958912	1.378582
53	5	194	2.191324	1.369243
73	191	2	3.092382	1.493633
43	85	175	3.017538	1.429117
83	165	168	2.1607	1.318512
127	165	149	3.160379	1.552247
53	125	139	3.0617	1.467186
43	85	139	3.135123	1.530476
53	125	184	2.153236	1.279835
83	45	85	3.285075	1.659734
93	105	169	3.00675	1.419819
53	125	147	2.189779	1.366779
93	105	142	2.18505	1.359276
93	105	110	2.131216	1.267524
107	171	183	3.079936	1.482905
103	45	126	3.14699	1.540705
107	85	126	2.716711	1.169805
73	5	148	2.212719	1.404968
73	5	86	3.408621	1.766231
73	5	186	3.098986	1.499326
107	191	2	3.022582	1.433465
73	5	104	3.30967	1.680936
123	45	146	3.078474	1.481645
143	15	8	2.246498	1.461324
73	91	196	2.599944	1.069152
107	131	143	3.098986	1.499326
77	111	124	2.842108	1.277897
83	65	139	3.133642	1.529199
127	165	97	3.026188	1.436574
43	85	184	2.138001	1.279406
77	25	159	2.16206	1.2949
57	25	111	3.427562	1.782558
107	111	189	2.881587	1.311928
17	115	16	2.189921	1.367004
77	25	111	3.173954	1.563949
57	25	187	2.955364	1.375524
107	111	161	3.109734	1.508591
87	85	174	2.674293	1.133241
107	131	101	3.074822	1.478497
77	111	155	2.140358	1.283657
127	85	24	3.11591	1.513914
67	71	100	2.184376	1.358051
83	45	188	2.15396	1.30701
133	125	152	2.884373	1.314329
73	91	138	2.192287	1.370806
67	71	155	2.169466	1.307508
107	171	101	3.041482	1.449758
7	31	22	2.216853	1.411605
127	85	90	3.38427	1.745241
53	125	98	2.874632	1.305933
37	165	9	3.262901	1.640621
67	71	165	2.165441	1.300425
143	71	23	2.182527	1.354775
103	45	130	3.279712	1.655112
127	165	196	2.900427	1.328168
107	131	80	3.277416	1.653133
73	5	132	2.156984	1.311987
107	111	102	2.164959	1.299616
43	85	19	2.165112	1.325788
123	45	137	3.196289	1.583201
107	131	110	2.920061	1.345093
127	85	83	3.223417	1.606586
83	45	152	3.272827	1.649177
107	85	198	3.009624	1.422296
63	45	95	3.172316	1.562536
143	65	5	3.206819	1.592278
57	25	169	3.145505	1.539425
103	45	93	2.166579	1.302365
37	191	22	3.162615	1.554174
103	45	165	3.191033	1.578671
83	65	187	2.900427	1.328168
83	65	175	3.019699	1.43098
63	45	114	3.183524	1.572197
53	5	179	3.214356	1.598775
93	105	155	2.218213	1.413713
107	131	155	3.176053	1.565758
43	85	133	3.201985	1.588111
57	25	149	3.17381	1.563825
107	171	172	3.218129	1.602027
73	91	173	2.608992	1.076951
87	85	100	2.158017	1.287952
83	65	107	3.079936	1.482905
83	65	154	2.887857	1.317333
27	5	163	3.081398	1.484165
63	45	175	2.854532	1.288607
63	45	189	3.041482	1.449758
7	165	2	2.169395	1.332869
17	115	1	2.260035	1.483289
83	65	180	2.971708	1.389613
127	85	25	3.176801	1.566402
103	65	102	3.007468	1.420438
93	105	159	2.922874	1.347517
107	171	89	3.195538	1.582554
123	45	131	3.022582	1.433465
113	5	9	3.380354	1.741865
63	45	179	3.098986	1.499326
27	151	4	2.225661	1.425999
113	5	143	2.153514	1.306296
77	111	169	2.19283	1.371699
27	5	115	3.348372	1.714296
93	125	194	2.764345	1.210866
103	45	87	2.16378	1.297669
33	45	132	2.14195	1.286676
103	65	124	3.139569	1.534309
113	5	128	2.161231	1.293594
83	65	123	3.084325	1.486688
97	25	95	3.320473	1.690248
103	65	96	2.922874	1.347517
53	125	86	3.08213	1.484796
63	45	128	3.0152	1.427103
107	131	115	2.905327	1.332392
107	85	192	2.956783	1.376747
83	165	149	3.009624	1.422296
87	85	89	3.390542	1.750647
107	111	119	2.815327	1.254812
53	5	134	2.152152	1.304149
73	91	178	2.595429	1.06526
107	111	126	2.698093	1.153756
27	5	102	3.259851	1.637992
107	85	83	3.222756	1.606015
93	5	145	2.16338	1.297018
93	5	150	2.149468	1.273239
83	65	134	3.240079	1.620948
67	71	126	2.930619	1.354194
27	5	186	2.805076	1.245975
127	165	136	3.304279	1.676288
127	85	176	2.147538	1.295911
33	45	121	2.166859	1.302849
103	65	105	3.024745	1.43533
93	105	150	2.177052	1.345696
57	25	163	3.216619	1.600726
73	91	103	3.118434	1.51609
127	85	7	2.191185	1.369019
103	65	172	2.879499	1.310128
87	85	82	3.348372	1.714296
93	105	168	2.959621	1.379194
73	91	121	2.851077	1.285628
103	65	171	3.064613	1.469696
43	85	111	3.266716	1.643909
103	45	190	3.329754	1.698248
93	5	125	3.299662	1.672309
93	105	122	2.68353	1.141203
87	85	172	2.677589	1.136082
107	131	175	2.157505	1.312873
107	85	127	2.866996	1.29935
83	65	195	3.162615	1.554174
103	65	152	2.181694	1.353337
103	65	95	3.145505	1.539425
7	191	22	2.165592	1.326557
57	25	119	3.145374	1.539312
127	85	98	3.130063	1.526114
43	85	153	2.178597	1.322481
123	45	92	2.162163	1.295063
53	5	192	2.189921	1.367004
103	65	88	3.112962	1.511373
107	171	173	2.948279	1.369416
93	125	177	2.885766	1.31553
43	85	178	3.072955	1.476887
83	65	130	3.16336	1.554817
43	85	193	2.156139	1.310569
107	131	127	2.780585	1.224864
107	85	180	3.158889	1.550963
67	71	88	2.162265	1.295227
103	45	154	2.203899	1.390056
83	65	105	2.946863	1.368196
53	125	9	3.372533	1.735124
27	95	7	2.161083	1.319214
87	85	90	3.391326	1.751323
77	111	186	2.644761	1.107784
93	5	147	2.149468	1.273239
133	125	188	3.075552	1.479126
127	85	153	3.318929	1.688916
67	71	180	2.151922	1.303791
107	131	105	3.024745	1.43533
107	85	128	2.722048	1.174406
27	5	25	3.316612	1.68692
77	111	142	2.19508	1.375481
83	45	141	3.067527	1.472208
113	5	199	3.275886	1.651814
17	115	2	2.190907	1.368572
107	131	139	2.954655	1.374913
133	125	136	2.986689	1.402526
53	125	154	2.224612	1.424179
53	125	155	2.209197	1.398745
123	45	136	3.278947	1.654452
127	165	160	2.154708	1.282251
107	85	139	2.167687	1.304298
37	191	0	2.927801	1.351765
83	45	130	3.31584	1.686254
53	125	116	2.662451	1.123033
77	111	191	2.762995	1.209702
97	25	102	3.355373	1.720332
53	5	147	2.864916	1.297557
123	45	183	2.97242	1.390226
7	165	24	2.169172	1.332488
67	71	110	2.183692	1.356824
103	65	187	2.978122	1.395141
97	25	92	3.396037	1.755384
93	125	176	2.745487	1.19461
107	85	191	3.077013	1.480385
73	5	178	3.325111	1.694246
7	165	16	3.090183	1.491738
63	45	155	2.219216	1.41529
103	65	104	2.876717	1.30773
67	71	181	2.14195	1.286676
73	91	158	2.151239	1.276555
133	125	95	3.270535	1.647201
87	85	183	2.875327	1.306532
107	131	92	3.213601	1.598124
133	125	153	2.888554	1.317934
143	15	11	2.182762	1.355185
83	165	197	2.909531	1.336016
83	65	175	3.019699	1.43098
103	45	115	3.254519	1.633396
113	5	105	3.249954	1.62946
107	85	129	2.731406	1.182472
33	45	85	3.169329	1.559961
107	85	185	2.833848	1.270777
57	25	177	3.056608	1.462796
77	111	90	3.012369	1.424662
107	85	111	3.095316	1.496162
93	105	123	2.595429	1.06526
67	71	94	2.171165	1.31025
103	65	93	3.155167	1.547754
77	25	125	3.306589	1.678279
33	45	119	3.322019	1.69158
33	45	89	3.163673	1.555086
103	45	109	2.816011	1.255401
83	65	94	2.17285	1.312889
27	5	92	3.144762	1.538785
127	85	164	2.14992	1.27407
93	125	168	2.245017	1.458523
43	85	107	3.279712	1.655112
77	25	98	2.177503	1.320573
107	191	5	2.159432	1.316226
103	65	123	2.937674	1.360275
73	91	154	2.159968	1.291527
123	45	14	3.223417	1.606586
133	125	184	3.004596	1.417962
33	45	117	3.321246	1.690914
93	125	165	2.168272	1.330962
93	5	190	2.123931	1.254463
143	51	12	2.144001	1.289979
27	5	185	3.119598	1.517094
83	165	189	2.979549	1.396371
93	105	132	2.720713	1.173255
107	111	185	2.819435	1.258353
127	165	167	2.164569	1.298967
127	165	116	2.158184	1.288251
97	25	192	2.132472	1.26991
67	71	123	2.878804	1.309529
73	5	191	3.251475	1.630772
37	165	5	3.253758	1.632739
63	45	199	3.188783	1.576731
107	111	112	2.147198	1.269208
67	71	187	2.133903	1.272513
77	111	184	2.690143	1.146903
143	71	18	2.17219	1.337806
123	45	1	3.280478	1.655772
63	45	82	2.159889	1.291378
103	45	166	3.191784	1.579318
107	85	100	3.378007	1.739842
63	45	182	2.958202	1.37797
57	25	191	3.256804	1.635365
73	5	175	3.320473	1.690248
143	65	18	3.162615	1.554174
93	5	120	3.396037	1.755384
113	5	119	2.785335	1.228958
43	85	82	2.15835	1.28855
63	45	137	2.159332	1.31605
63	45	100	3.349927	1.715637
103	65	177	2.887857	1.317333
63	45	132	2.156563	1.311278
107	111	149	2.758273	1.205632
37	165	2	3.243874	1.62422
113	5	184	2.986689	1.402526
97	25	146	2.167044	1.303171
53	5	166	3.045718	1.453409
107	171	81	3.161869	1.553531
123	45	172	2.79145	1.23423
93	125	147	2.143489	1.289151
127	85	133	3.007468	1.420438
83	65	149	2.955364	1.375524
103	45	88	2.16378	1.297669
7	165	14	2.119773	1.246855
97	25	85	3.176053	1.565758
63	45	83	2.179375	1.323866
103	65	162	2.873937	1.305334
83	65	153	3.022582	1.433465
107	131	126	2.88298	1.313128
127	85	2	2.164628	1.325018
33	45	168	3.164852	1.556102
87	85	136	3.042819	1.45091
93	5	121	3.254519	1.633396
67	71	128	2.159006	1.289742
73	5	172	3.246913	1.626839
53	125	141	3.063884	1.469068
133	125	117	2.111423	1.23118
63	45	111	3.318156	1.688251
93	105	166	2.871159	1.302939
123	45	4	3.282776	1.657753
67	71	153	2.171619	1.310955
63	45	112	3.268243	1.645226
73	5	93	3.430726	1.785286
107	85	161	3.020419	1.431601
123	45	117	3.081398	1.484165
73	5	146	2.15149	1.303091
103	65	84	3.234013	1.615719
27	5	123	3.071173	1.475351
143	71	19	2.181453	1.352926
87	85	101	2.16247	1.295553
87	85	119	3.003161	1.416724
53	125	13	2.159133	1.315698
113	5	181	3.128463	1.524735
107	131	169	2.231371	1.435829
107	85	109	3.262138	1.639963
123	45	189	3.070444	1.474722
33	45	84	3.216619	1.600726
127	165	178	2.116278	1.240238
87	85	88	3.346817	1.712957
53	5	177	3.206066	1.591629
87	85	135	2.910933	1.337225
53	125	111	2.738105	1.188246
83	65	96	2.159432	1.316226
83	165	146	3.072632	1.476609
37	191	23	3.10928	1.508199
107	111	142	2.923577	1.348124
53	125	102	2.850386	1.285033
107	171	158	3.160379	1.552247
57	25	120	3.101925	1.501859
53	5	136	3.043544	1.451535
63	45	127	3.04576	1.453445
7	31	24	2.215117	1.408965
127	165	84	2.174378	1.315343
33	45	82	3.214356	1.598775
127	165	93	3.075552	1.479126
93	105	92	3.194787	1.581906
103	65	186	2.941206	1.363319
93	105	133	2.846935	1.282058
83	65	125	3.164106	1.555459
127	165	81	2.170477	1.309192
73	91	134	2.132108	1.269209
93	105	194	2.770427	1.216108
83	65	163	2.920061	1.345093
53	125	179	2.159006	1.289742
123	45	104	2.777196	1.221943
113	5	173	3.235529	1.617026
57	25	101	3.259089	1.637335
83	65	186	2.838664	1.274929
107	191	14	2.117546	1.242775
143	71	20	2.182052	1.353954
77	111	101	3.162939	1.554454
53	5	157	3.004596	1.417962
77	111	137	2.175019	1.316392
27	5	122	3.020419	1.431601
27	5	157	2.145719	1.266692
103	45	151	2.140358	1.283657
83	45	107	2.155516	1.283606
93	125	137	2.199052	1.382554
107	131	180	3.077013	1.480385
7	165	12	2.138433	1.280167
7	165	13	2.126641	1.259452
63	45	90	2.188945	1.339373
103	45	163	3.373315	1.735797
107	171	189	3.042819	1.45091
77	111	88	2.159968	1.291527
33	45	180	3.141052	1.535587
83	65	166	2.876022	1.307131
113	5	82	3.155167	1.547754
7	31	6	2.189636	1.366555
103	65	163	2.922874	1.347517
43	85	106	3.339053	1.706264
113	5	5	3.185784	1.574146
93	5	170	2.163179	1.296693
83	65	113	3.120612	1.517968
93	5	107	3.274356	1.650495
97	25	177	2.17986	1.350248
123	45	93	2.166391	1.302042
133	125	148	2.844866	1.280274
123	45	115	3.023303	1.434087
113	5	25	3.311212	1.682265
107	191	0	2.880195	1.310728
63	45	196	2.927097	1.351157
67	71	120	2.897631	1.325758
103	65	197	2.786014	1.229544
113	5	146	2.199052	1.382554
27	151	2	2.190767	1.368348
83	65	199	2.932029	1.355409
33	45	25	3.155911	1.548396
103	45	137	3.0479	1.45529
93	105	178	2.978835	1.395756
97	25	145	2.164077	1.298156
107	85	190	2.992411	1.407458
83	165	130	2.885069	1.31493
73	5	133	2.148657	1.297877
93	105	99	2.184607	1.332222
103	45	182	2.963173	1.382255
73	5	138	2.150012	1.300326
107	131	98	3.147566	1.541202
127	85	112	3.002443	1.416106
67	71	190	2.115011	1.23781
33	45	197	2.148312	1.271158
87	85	128	2.998141	1.412397
87	85	143	3.018258	1.429738
53	125	88	3.087253	1.489212
103	45	167	3.265953	1.643251
127	85	17	3.269007	1.645884
133	125	177	2.90883	1.335411
103	45	164	3.252236	1.631427
103	65	138	2.183284	1.330139
93	5	96	2.212979	1.405445
93	105	124	2.616766	1.083652
7	75	6	2.165112	1.325788
17	115	18	2.155495	1.309503
73	91	192	2.660481	1.121335
107	111	164	2.173013	1.339319
27	5	118	3.306589	1.678279
127	165	109	3.141794	1.536226
7	165	23	3.071173	1.475351
103	45	199	3.406259	1.764195
77	25	154	2.19495	1.375259
113	5	91	3.218129	1.602027
113	5	198	3.115173	1.513279
97	25	173	3.08158	1.484322
123	45	155	3.031243	1.440931
53	125	114	2.774487	1.219608
73	91	187	2.63497	1.099344
107	85	117	3.154423	1.547113
83	65	99	2.139366	1.281839
83	65	164	2.953946	1.374301
57	25	94	3.259851	1.637992
113	5	114	2.986689	1.402526
127	85	22	3.273592	1.649836
127	165	133	3.065341	1.470324
127	165	158	3.145374	1.539312
83	65	152	3.008905	1.421676
97	25	83	3.153679	1.546471
77	25	93	2.16348	1.297181
107	131	108	2.90883	1.335411
93	5	130	3.264427	1.641936
17	115	13	3.121813	1.519002
77	25	90	2.186363	1.335053
143	71	0	3.155911	1.548396
103	45	153	2.227838	1.429887
87	85	178	2.882283	1.312528
53	125	94	3.259089	1.637335
43	85	17	2.125433	1.257452
73	191	15	2.141402	1.285621
107	85	107	3.044993	1.452784
83	65	191	3.047169	1.454659
83	65	124	3.308129	1.679607
83	65	138	3.209832	1.594875
103	45	91	2.169726	1.307988
73	5	151	2.156351	1.310924
107	111	196	2.867689	1.299948
43	85	190	2.175463	1.343202
43	85	10	3.249194	1.628805
83	65	159	3.094582	1.49553
77	25	122	3.11591	1.513914
63	45	184	3.029798	1.439686
77	25	172	3.095316	1.496162
127	165	83	2.159249	1.290189
113	5	197	3.129942	1.52601
43	85	97	3.332852	1.700918
73	91	157	2.168853	1.306386
73	91	122	2.877413	1.30833
57	25	178	3.014658	1.426635
93	5	162	2.164274	1.298481
33	45	139	3.0617	1.467186
103	45	183	3.091649	1.493001
113	5	170	2.157505	1.312873
53	5	143	2.904627	1.331788
93	105	107	2.161461	1.319915
103	65	120	3.0617	1.467186
97	25	172	3.120612	1.517968
127	165	90	2.155693	1.283907
83	165	111	2.196359	1.377698
83	165	199	2.816011	1.255401
53	5	105	2.164373	1.298643
73	91	83	3.160007	1.551926
77	111	180	2.868383	1.300546
83	165	134	2.888554	1.317934
107	111	141	2.813274	1.253042
97	25	120	3.077744	1.481015
93	5	191	2.127483	1.260876
83	65	120	3.131422	1.527285
73	5	120	3.085179	1.487424
83	65	111	3.034857	1.444047
27	5	111	3.429144	1.783922
83	45	104	2.169812	1.308148
7	31	11	2.187166	1.362733
107	171	144	3.123289	1.520275
83	165	99	2.189351	1.366106
107	111	89	3.1056	1.505028
73	191	22	3.295819	1.668996
127	85	1	2.153401	1.306117
77	111	97	3.135161	1.530508
83	165	90	2.189351	1.366106
53	125	198	2.74952	1.198087
113	5	180	3.223417	1.606586
73	91	97	2.15149	1.303091
77	25	161	2.170593	1.309368
53	125	175	2.164862	1.299454
27	5	113	3.338278	1.705595
53	5	110	2.176381	1.31866
73	91	199	2.659169	1.120203
107	85	196	2.91374	1.339644
67	71	91	2.161126	1.29343
87	85	186	2.805758	1.246563
27	95	24	2.183806	1.357028
123	45	116	2.923577	1.348124
93	5	94	2.198814	1.382114
73	91	197	2.596074	1.065816
83	45	160	3.167836	1.558674
53	125	104	2.76232	1.20912
53	5	169	3.034134	1.443423
107	85	95	2.226398	1.427296
53	125	5	2.191739	1.369913
73	5	103	3.402325	1.760804
27	5	150	2.166203	1.301719
103	45	132	2.961752	1.38103
57	25	143	2.977409	1.394526
67	71	116	3.280478	1.655772
83	165	178	2.967438	1.385932
83	45	170	2.166951	1.30301
57	25	153	3.020419	1.431601
57	25	184	3.055882	1.46217
73	91	163	2.181813	1.353543
83	65	143	3.216619	1.600726
73	91	153	2.159006	1.289742
53	125	168	2.744816	1.194031
63	45	98	3.183524	1.572197
107	111	186	2.85315	1.287415
43	85	128	3.071173	1.475351
103	45	102	2.786693	1.230129
73	5	99	3.441818	1.794847
103	65	91	3.188033	1.576085
83	65	82	3.269771	1.646542
87	85	120	2.910933	1.337225
133	125	171	3.156656	1.549037
103	65	149	2.198575	1.381673
107	85	144	2.191185	1.369019
77	111	183	2.805758	1.246563
53	125	2	3.378007	1.739842
93	125	116	2.912336	1.338434
107	111	166	2.198933	1.382334
83	65	113	3.120612	1.517968
97	25	182	2.179984	1.350455
133	125	84	3.345264	1.711617
73	91	132	2.118184	1.2441
33	45	114	3.256042	1.634708
83	165	116	3.098161	1.498615
103	45	123	3.068256	1.472837
27	5	141	3.006712	1.419786
77	25	86	2.165633	1.300749
83	165	194	2.968861	1.387158
113	5	183	3.112225	1.510738
93	105	109	2.102513	1.213227
103	45	187	3.148475	1.541986
73	91	85	2.170382	1.334582
133	125	199	3.176801	1.566402
63	45	139	2.153737	1.306653
83	65	136	3.212093	1.596824
107	191	6	2.18687	1.362282
107	131	84	3.391326	1.751323
93	125	80	3.248433	1.62815
133	125	25	2.227696	1.429628
113	5	18	3.30197	1.674298
103	65	114	2.946863	1.368196
127	85	136	3.305048	1.676952
107	131	109	2.816696	1.255992
127	85	140	3.183537	1.572209
107	85	148	2.208061	1.396821
83	45	199	3.02691	1.437196
113	5	185	3.141052	1.535587
73	5	184	3.191033	1.578671
93	105	186	2.894836	1.323348
123	45	181	2.909531	1.336016
127	85	173	2.149023	1.298531
87	85	80	3.377224	1.739167
53	5	124	2.152577	1.278775
107	111	129	3.047169	1.454659
127	85	118	3.09605	1.496795
93	125	175	2.840042	1.276116
103	45	118	3.000291	1.414251
103	45	113	3.098986	1.499326
73	91	136	2.156984	1.311987
107	131	135	3.118122	1.515822
143	71	15	3.179045	1.568337
53	125	19	3.365505	1.729066
103	65	198	2.804393	1.245387
53	125	97	3.024745	1.43533
63	45	106	3.34371	1.710278
123	45	125	2.885069	1.31493
77	25	140	2.149386	1.299184
67	71	188	2.116829	1.241327
73	91	174	2.594785	1.064704
113	5	80	3.182039	1.570918
93	5	153	2.176278	1.318486
113	5	137	2.157402	1.312696
57	25	91	3.215865	1.600075
123	45	177	2.912336	1.338434
83	45	185	2.107709	1.22376
7	31	7	3.238562	1.61964
83	65	102	3.223417	1.606586
127	85	137	3.159634	1.551605
77	111	120	2.867689	1.299948
63	45	104	3.427562	1.782558
143	15	21	2.885766	1.31553
107	171	148	3.1056	1.505028
93	125	81	3.252236	1.631427
93	105	119	3.016098	1.427876
127	165	123	3.158889	1.550963
67	71	171	2.134753	1.273898
57	25	90	3.327432	1.696246
73	5	167	3.274356	1.650495
27	5	143	2.165537	1.300587
107	111	107	2.146465	1.267951
107	111	147	2.694778	1.150899
43	85	186	2.110844	1.229951
77	25	107	3.391326	1.751323
113	5	131	3.044334	1.452215
103	45	86	2.15407	1.281195
73	5	141	2.165831	1.326941
143	71	17	2.157505	1.312873
53	5	123	2.166203	1.301719
27	5	132	3.118122	1.515822
143	15	5	2.24109	1.451486
27	151	24	2.225661	1.425999
73	5	124	2.131814	1.268648
37	191	2	2.165712	1.326749
93	105	141	2.153401	1.306117
97	25	168	2.129118	1.263714
107	111	176	2.140277	1.283506
103	45	158	3.266716	1.643909
107	171	147	3.188033	1.576085
83	65	126	3.074822	1.478497
67	71	115	3.287375	1.661717
73	191	20	3.277416	1.653133
123	45	164	2.880195	1.310728
107	85	120	2.63497	1.099344
113	5	111	3.097518	1.49806
113	5	145	2.183692	1.356824
43	85	119	2.12698	1.260022
53	5	178	3.37566	1.737819
53	125	187	2.121266	1.24949
107	171	185	3.024024	1.434709
107	111	174	2.14481	1.291302
143	71	24	2.159629	1.316579
93	125	153	3.044993	1.452784
67	71	170	3.050756	1.457752
83	45	91	3.23932	1.620294
77	25	186	2.176278	1.318486
83	165	100	2.173695	1.340491
113	5	93	3.275886	1.651814
103	45	148	2.180846	1.351897
93	105	183	2.842108	1.277897
113	5	126	3.063156	1.468441
83	65	128	3.111489	1.510103
43	85	84	2.164274	1.298481
33	45	184	3.110752	1.509468
87	85	197	2.889949	1.319136
53	125	181	2.159889	1.291378
73	5	159	3.321246	1.690914
133	125	83	3.271299	1.64786
7	31	18	2.181573	1.353132
133	125	85	3.366286	1.729738
107	85	165	3.259851	1.637992
127	165	92	3.159634	1.551605
77	111	106	2.15295	1.305402
93	5	123	3.255281	1.634052
127	165	184	2.91725	1.34267
83	65	99	2.139366	1.281839
37	191	17	3.159634	1.551605
73	91	100	3.165597	1.556745
107	85	156	3.099721	1.499959
103	45	194	3.326658	1.695579
97	25	110	3.308129	1.679607
53	5	139	2.968861	1.387158
77	25	92	2.173729	1.314292
107	171	86	3.317384	1.687585
103	45	125	3.009624	1.422296
27	5	1	2.18687	1.362282
27	5	99	3.259851	1.637992
43	85	143	2.15933	1.290338
53	5	182	3.085899	1.488045
107	131	187	3.107072	1.506296
53	125	172	3.070802	1.475031
53	125	7	2.152381	1.304508
67	71	172	3.04862	1.45591
127	165	107	3.137346	1.532392
93	5	106	3.212093	1.596824
107	171	163	3.197792	1.584496
63	45	115	3.154148	1.546875
73	191	24	3.182039	1.570918
107	171	191	2.943326	1.365147
27	5	84	3.145505	1.539425
7	75	25	3.110016	1.508834
63	45	99	2.164373	1.298643
73	5	171	3.256804	1.635365
83	45	187	2.137388	1.278339
83	65	198	2.95182	1.372469
143	15	3	2.184149	1.357642
83	65	182	3.02691	1.437196
83	45	171	2.15973	1.291081
63	45	136	2.171029	1.335721
33	45	143	3.094551	1.495503
53	5	148	2.913038	1.339039
123	45	161	2.956073	1.376135
127	85	139	3.174558	1.564469
33	45	127	2.159006	1.289742
97	25	152	2.179182	1.32352
43	85	98	3.272827	1.649177
57	25	102	3.349149	1.714967
33	45	150	2.178473	1.347975
107	131	184	3.095316	1.496162
107	171	186	3.138087	1.533031
83	65	194	2.915846	1.341459
83	65	186	2.838664	1.274929
107	111	133	3.114436	1.512644
107	111	146	2.901127	1.328771
7	165	3	2.194033	1.373703
77	111	193	2.636926	1.10103
127	165	186	2.893439	1.322144
83	45	165	2.162876	1.296204
83	65	142	3.262901	1.640621
